sort_order,namespace,object_id,property_path,value_type,unit,source_sheet,source_cell,required,include_runtime,notes_ru
1119,action,gorilla_driving_shove,track_target,bool,,Actions,AK24,1,1,Источник Actions.Track Target
1120,action,gorilla_driving_shove,block_base_chance_fp,int,,Actions,AL24,1,1,Источник Actions.Block Base Chance FP
1121,action,gorilla_driving_shove,block_reduction_fp,int,,Actions,AM24,1,1,Источник Actions.Block Reduction FP
1122,action,gorilla_driving_shove,dodge_base_chance_fp,int,,Actions,AN24,1,1,Источник Actions.Dodge Base Chance FP
1123,action,gorilla_driving_shove,movement_mode,string,,Actions,AO24,1,1,Источник Actions.Movement Mode
1124,action,gorilla_driving_shove,move_distance,int,,Actions,AP24,1,1,Источник Actions.Move Distance
1125,action,gorilla_driving_shove,base_stagger,int,,Actions,AQ24,1,1,Источник Actions.Base Stagger
1126,action,gorilla_driving_shove,base_stun_ticks,int,,Actions,AR24,1,1,Источник Actions.Base Stun Ticks
1127,action,gorilla_driving_shove,base_knockback,int,,Actions,AS24,1,1,Источник Actions.Base Knockback
1128,action,gorilla_driving_shove,knockback_min,int,,Actions,AT24,1,1,Источник Actions.Knockback Min
1129,action,gorilla_driving_shove,knockback_max,int,,Actions,AU24,1,1,Источник Actions.Knockback Max
1130,action,gorilla_driving_shove,wall_damage_per_unit_fp,int,,Actions,AV24,1,1,Источник Actions.Wall Damage / Unit FP
1131,action,gorilla_driving_shove,wall_damage_min,int,,Actions,AW24,1,1,Источник Actions.Wall Damage Min
1132,action,gorilla_driving_shove,wall_damage_max,int,,Actions,AX24,1,1,Источник Actions.Wall Damage Max
1133,action,gorilla_driving_shove,max_consecutive_uses,int,,Actions,AY24,1,1,Источник Actions.Max Consecutive Uses
1134,action,gorilla_driving_shove,opportunity_cap_fp,int,,Actions,AZ24,1,1,Источник Actions.Opportunity Cap FP
1135,action,gorilla_driving_shove,hard_opportunity_misses,int,,Actions,BA24,1,1,Источник Actions.Hard Opportunity Misses
1136,action,gorilla_high_guard,action_id,string,,Actions,A25,1,1,Источник Actions.Action ID
1137,action,gorilla_high_guard,animal_id,string,,Actions,B25,1,1,Источник Actions.Animal ID
1138,action,gorilla_high_guard,slot_type,string,,Actions,D25,1,1,Источник Actions.Slot Type
1139,action,gorilla_high_guard,category,string,,Actions,E25,1,1,Источник Actions.Category
1140,action,gorilla_high_guard,tags,string,,Actions,F25,1,1,Источник Actions.Tags
1141,action,gorilla_high_guard,base_weight,int,,Actions,G25,1,1,Источник Actions.Base Weight
1142,action,gorilla_high_guard,preferred_range_min,int,,Actions,H25,1,1,Источник Actions.Preferred Range Min
1143,action,gorilla_high_guard,preferred_range_max,int,,Actions,I25,1,1,Источник Actions.Preferred Range Max
1144,action,gorilla_high_guard,hit_range_min,int,,Actions,J25,1,1,Источник Actions.Hit Range Min
1145,action,gorilla_high_guard,hit_range_max,int,,Actions,K25,1,1,Источник Actions.Hit Range Max
1146,action,gorilla_high_guard,energy_cost,int,,Actions,L25,1,1,Источник Actions.Energy Cost
1147,action,gorilla_high_guard,resource_cost,int,,Actions,M25,1,1,Источник Actions.Resource Cost
1148,action,gorilla_high_guard,base_damage,int,,Actions,N25,1,1,Источник Actions.Base Damage / hit
1149,action,gorilla_high_guard,power_ratio_fp,int,,Actions,O25,1,1,Источник Actions.Power Ratio FP
1150,action,gorilla_high_guard,min_damage,int,,Actions,P25,1,1,Источник Actions.Min Damage
1151,action,gorilla_high_guard,chip_min,int,,Actions,Q25,1,1,Источник Actions.Chip Min
1152,action,gorilla_high_guard,startup_base_ticks,int,,Actions,R25,1,1,Источник Actions.Startup Base Ticks
1153,action,gorilla_high_guard,startup_min_ticks,int,,Actions,S25,1,1,Источник Actions.Startup Min Ticks
1154,action,gorilla_high_guard,startup_max_ticks,int,,Actions,T25,1,1,Источник Actions.Startup Max Ticks
1155,action,gorilla_high_guard,active_ticks,int,,Actions,U25,1,1,Источник Actions.Active Ticks
1156,action,gorilla_high_guard,hit_schedule,string,,Actions,V25,1,1,Источник Actions.Hit Schedule
1157,action,gorilla_high_guard,hit_count,int,,Actions,W25,1,1,Источник Actions.Hit Count
1158,action,gorilla_high_guard,recovery_base_ticks,int,,Actions,X25,1,1,Источник Actions.Recovery Base Ticks
1159,action,gorilla_high_guard,recovery_min_ticks,int,,Actions,Y25,1,1,Источник Actions.Recovery Min Ticks
1160,action,gorilla_high_guard,recovery_max_ticks,int,,Actions,Z25,1,1,Источник Actions.Recovery Max Ticks
1161,action,gorilla_high_guard,cooldown_ticks,int,,Actions,AA25,1,1,Источник Actions.Cooldown Ticks
1162,action,gorilla_high_guard,action_priority,int,,Actions,AB25,1,1,Источник Actions.Action Priority
1163,action,gorilla_high_guard,clash_priority,int,,Actions,AC25,1,1,Источник Actions.Clash Priority
1164,action,gorilla_high_guard,grab_priority,int,,Actions,AD25,1,1,Источник Actions.Grab Priority
1165,action,gorilla_high_guard,resolution_priority,int,,Actions,AE25,1,1,Источник Actions.Resolution Priority
1166,action,gorilla_high_guard,interrupt_profile,string,,Actions,AF25,1,1,Источник Actions.Interrupt Profile
1167,action,gorilla_high_guard,blockable,bool,,Actions,AG25,1,1,Источник Actions.Blockable
1168,action,gorilla_high_guard,dodgeable,bool,,Actions,AH25,1,1,Источник Actions.Dodgeable
1169,action,gorilla_high_guard,undodgeable,bool,,Actions,AI25,1,1,Источник Actions.Undodgeable
1170,action,gorilla_high_guard,wall_impact,bool,,Actions,AJ25,1,1,Источник Actions.Wall Impact
1171,action,gorilla_high_guard,track_target,bool,,Actions,AK25,1,1,Источник Actions.Track Target
1172,action,gorilla_high_guard,block_base_chance_fp,int,,Actions,AL25,1,1,Источник Actions.Block Base Chance FP
1173,action,gorilla_high_guard,block_reduction_fp,int,,Actions,AM25,1,1,Источник Actions.Block Reduction FP
1174,action,gorilla_high_guard,dodge_base_chance_fp,int,,Actions,AN25,1,1,Источник Actions.Dodge Base Chance FP
1175,action,gorilla_high_guard,movement_mode,string,,Actions,AO25,1,1,Источник Actions.Movement Mode
1176,action,gorilla_high_guard,move_distance,int,,Actions,AP25,1,1,Источник Actions.Move Distance
1177,action,gorilla_high_guard,base_stagger,int,,Actions,AQ25,1,1,Источник Actions.Base Stagger
1178,action,gorilla_high_guard,base_stun_ticks,int,,Actions,AR25,1,1,Источник Actions.Base Stun Ticks
1179,action,gorilla_high_guard,base_knockback,int,,Actions,AS25,1,1,Источник Actions.Base Knockback
1180,action,gorilla_high_guard,knockback_min,int,,Actions,AT25,1,1,Источник Actions.Knockback Min
1181,action,gorilla_high_guard,knockback_max,int,,Actions,AU25,1,1,Источник Actions.Knockback Max
1182,action,gorilla_high_guard,wall_damage_per_unit_fp,int,,Actions,AV25,1,1,Источник Actions.Wall Damage / Unit FP
1183,action,gorilla_high_guard,wall_damage_min,int,,Actions,AW25,1,1,Источник Actions.Wall Damage Min
1184,action,gorilla_high_guard,wall_damage_max,int,,Actions,AX25,1,1,Источник Actions.Wall Damage Max
1185,action,gorilla_high_guard,max_consecutive_uses,int,,Actions,AY25,1,1,Источник Actions.Max Consecutive Uses
1186,action,gorilla_high_guard,opportunity_cap_fp,int,,Actions,AZ25,1,1,Источник Actions.Opportunity Cap FP
1187,action,gorilla_high_guard,hard_opportunity_misses,int,,Actions,BA25,1,1,Источник Actions.Hard Opportunity Misses
1188,action,gorilla_clinch_check,action_id,string,,Actions,A26,1,1,Источник Actions.Action ID
1189,action,gorilla_clinch_check,animal_id,string,,Actions,B26,1,1,Источник Actions.Animal ID
1190,action,gorilla_clinch_check,slot_type,string,,Actions,D26,1,1,Источник Actions.Slot Type
1191,action,gorilla_clinch_check,category,string,,Actions,E26,1,1,Источник Actions.Category
1192,action,gorilla_clinch_check,tags,string,,Actions,F26,1,1,Источник Actions.Tags
1193,action,gorilla_clinch_check,base_weight,int,,Actions,G26,1,1,Источник Actions.Base Weight
1194,action,gorilla_clinch_check,preferred_range_min,int,,Actions,H26,1,1,Источник Actions.Preferred Range Min
1195,action,gorilla_clinch_check,preferred_range_max,int,,Actions,I26,1,1,Источник Actions.Preferred Range Max
1196,action,gorilla_clinch_check,hit_range_min,int,,Actions,J26,1,1,Источник Actions.Hit Range Min
1197,action,gorilla_clinch_check,hit_range_max,int,,Actions,K26,1,1,Источник Actions.Hit Range Max
1198,action,gorilla_clinch_check,energy_cost,int,,Actions,L26,1,1,Источник Actions.Energy Cost
1199,action,gorilla_clinch_check,resource_cost,int,,Actions,M26,1,1,Источник Actions.Resource Cost
1200,action,gorilla_clinch_check,base_damage,int,,Actions,N26,1,1,Источник Actions.Base Damage / hit
1201,action,gorilla_clinch_check,power_ratio_fp,int,,Actions,O26,1,1,Источник Actions.Power Ratio FP
1202,action,gorilla_clinch_check,min_damage,int,,Actions,P26,1,1,Источник Actions.Min Damage
1203,action,gorilla_clinch_check,chip_min,int,,Actions,Q26,1,1,Источник Actions.Chip Min
1204,action,gorilla_clinch_check,startup_base_ticks,int,,Actions,R26,1,1,Источник Actions.Startup Base Ticks
1205,action,gorilla_clinch_check,startup_min_ticks,int,,Actions,S26,1,1,Источник Actions.Startup Min Ticks
1206,action,gorilla_clinch_check,startup_max_ticks,int,,Actions,T26,1,1,Источник Actions.Startup Max Ticks
1207,action,gorilla_clinch_check,active_ticks,int,,Actions,U26,1,1,Источник Actions.Active Ticks
1208,action,gorilla_clinch_check,hit_schedule,string,,Actions,V26,1,1,Источник Actions.Hit Schedule
1209,action,gorilla_clinch_check,hit_count,int,,Actions,W26,1,1,Источник Actions.Hit Count
1210,action,gorilla_clinch_check,recovery_base_ticks,int,,Actions,X26,1,1,Источник Actions.Recovery Base Ticks
1211,action,gorilla_clinch_check,recovery_min_ticks,int,,Actions,Y26,1,1,Источник Actions.Recovery Min Ticks
1212,action,gorilla_clinch_check,recovery_max_ticks,int,,Actions,Z26,1,1,Источник Actions.Recovery Max Ticks
1213,action,gorilla_clinch_check,cooldown_ticks,int,,Actions,AA26,1,1,Источник Actions.Cooldown Ticks
1214,action,gorilla_clinch_check,action_priority,int,,Actions,AB26,1,1,Источник Actions.Action Priority
1215,action,gorilla_clinch_check,clash_priority,int,,Actions,AC26,1,1,Источник Actions.Clash Priority
1216,action,gorilla_clinch_check,grab_priority,int,,Actions,AD26,1,1,Источник Actions.Grab Priority
1217,action,gorilla_clinch_check,resolution_priority,int,,Actions,AE26,1,1,Источник Actions.Resolution Priority
1218,action,gorilla_clinch_check,interrupt_profile,string,,Actions,AF26,1,1,Источник Actions.Interrupt Profile
1219,action,gorilla_clinch_check,blockable,bool,,Actions,AG26,1,1,Источник Actions.Blockable
1220,action,gorilla_clinch_check,dodgeable,bool,,Actions,AH26,1,1,Источник Actions.Dodgeable
1221,action,gorilla_clinch_check,undodgeable,bool,,Actions,AI26,1,1,Источник Actions.Undodgeable
1222,action,gorilla_clinch_check,wall_impact,bool,,Actions,AJ26,1,1,Источник Actions.Wall Impact
1223,action,gorilla_clinch_check,track_target,bool,,Actions,AK26,1,1,Источник Actions.Track Target
1224,action,gorilla_clinch_check,block_base_chance_fp,int,,Actions,AL26,1,1,Источник Actions.Block Base Chance FP
1225,action,gorilla_clinch_check,block_reduction_fp,int,,Actions,AM26,1,1,Источник Actions.Block Reduction FP
1226,action,gorilla_clinch_check,dodge_base_chance_fp,int,,Actions,AN26,1,1,Источник Actions.Dodge Base Chance FP
1227,action,gorilla_clinch_check,movement_mode,string,,Actions,AO26,1,1,Источник Actions.Movement Mode
1228,action,gorilla_clinch_check,move_distance,int,,Actions,AP26,1,1,Источник Actions.Move Distance
1229,action,gorilla_clinch_check,base_stagger,int,,Actions,AQ26,1,1,Источник Actions.Base Stagger
1230,action,gorilla_clinch_check,base_stun_ticks,int,,Actions,AR26,1,1,Источник Actions.Base Stun Ticks
1231,action,gorilla_clinch_check,base_knockback,int,,Actions,AS26,1,1,Источник Actions.Base Knockback
1232,action,gorilla_clinch_check,knockback_min,int,,Actions,AT26,1,1,Источник Actions.Knockback Min
1233,action,gorilla_clinch_check,knockback_max,int,,Actions,AU26,1,1,Источник Actions.Knockback Max
1234,action,gorilla_clinch_check,wall_damage_per_unit_fp,int,,Actions,AV26,1,1,Источник Actions.Wall Damage / Unit FP
1235,action,gorilla_clinch_check,wall_damage_min,int,,Actions,AW26,1,1,Источник Actions.Wall Damage Min
1236,action,gorilla_clinch_check,wall_damage_max,int,,Actions,AX26,1,1,Источник Actions.Wall Damage Max
1237,action,gorilla_clinch_check,max_consecutive_uses,int,,Actions,AY26,1,1,Источник Actions.Max Consecutive Uses
1238,action,gorilla_clinch_check,opportunity_cap_fp,int,,Actions,AZ26,1,1,Источник Actions.Opportunity Cap FP
1239,action,gorilla_clinch_check,hard_opportunity_misses,int,,Actions,BA26,1,1,Источник Actions.Hard Opportunity Misses
1240,action,gorilla_pivot_throw,action_id,string,,Actions,A27,1,1,Источник Actions.Action ID
1241,action,gorilla_pivot_throw,animal_id,string,,Actions,B27,1,1,Источник Actions.Animal ID
1242,action,gorilla_pivot_throw,slot_type,string,,Actions,D27,1,1,Источник Actions.Slot Type
1243,action,gorilla_pivot_throw,category,string,,Actions,E27,1,1,Источник Actions.Category
1244,action,gorilla_pivot_throw,tags,string,,Actions,F27,1,1,Источник Actions.Tags
1245,action,gorilla_pivot_throw,base_weight,int,,Actions,G27,1,1,Источник Actions.Base Weight
1246,action,gorilla_pivot_throw,preferred_range_min,int,,Actions,H27,1,1,Источник Actions.Preferred Range Min
1247,action,gorilla_pivot_throw,preferred_range_max,int,,Actions,I27,1,1,Источник Actions.Preferred Range Max
1248,action,gorilla_pivot_throw,hit_range_min,int,,Actions,J27,1,1,Источник Actions.Hit Range Min
1249,action,gorilla_pivot_throw,hit_range_max,int,,Actions,K27,1,1,Источник Actions.Hit Range Max
1250,action,gorilla_pivot_throw,energy_cost,int,,Actions,L27,1,1,Источник Actions.Energy Cost
1251,action,gorilla_pivot_throw,resource_cost,int,,Actions,M27,1,1,Источник Actions.Resource Cost
1252,action,gorilla_pivot_throw,base_damage,int,,Actions,N27,1,1,Источник Actions.Base Damage / hit
1253,action,gorilla_pivot_throw,power_ratio_fp,int,,Actions,O27,1,1,Источник Actions.Power Ratio FP
1254,action,gorilla_pivot_throw,min_damage,int,,Actions,P27,1,1,Источник Actions.Min Damage
1255,action,gorilla_pivot_throw,chip_min,int,,Actions,Q27,1,1,Источник Actions.Chip Min
1256,action,gorilla_pivot_throw,startup_base_ticks,int,,Actions,R27,1,1,Источник Actions.Startup Base Ticks
1257,action,gorilla_pivot_throw,startup_min_ticks,int,,Actions,S27,1,1,Источник Actions.Startup Min Ticks
1258,action,gorilla_pivot_throw,startup_max_ticks,int,,Actions,T27,1,1,Источник Actions.Startup Max Ticks
1259,action,gorilla_pivot_throw,active_ticks,int,,Actions,U27,1,1,Источник Actions.Active Ticks
1260,action,gorilla_pivot_throw,hit_schedule,string,,Actions,V27,1,1,Источник Actions.Hit Schedule
1261,action,gorilla_pivot_throw,hit_count,int,,Actions,W27,1,1,Источник Actions.Hit Count
1262,action,gorilla_pivot_throw,recovery_base_ticks,int,,Actions,X27,1,1,Источник Actions.Recovery Base Ticks
1263,action,gorilla_pivot_throw,recovery_min_ticks,int,,Actions,Y27,1,1,Источник Actions.Recovery Min Ticks
1264,action,gorilla_pivot_throw,recovery_max_ticks,int,,Actions,Z27,1,1,Источник Actions.Recovery Max Ticks
1265,action,gorilla_pivot_throw,cooldown_ticks,int,,Actions,AA27,1,1,Источник Actions.Cooldown Ticks
1266,action,gorilla_pivot_throw,action_priority,int,,Actions,AB27,1,1,Источник Actions.Action Priority
1267,action,gorilla_pivot_throw,clash_priority,int,,Actions,AC27,1,1,Источник Actions.Clash Priority
1268,action,gorilla_pivot_throw,grab_priority,int,,Actions,AD27,1,1,Источник Actions.Grab Priority
1269,action,gorilla_pivot_throw,resolution_priority,int,,Actions,AE27,1,1,Источник Actions.Resolution Priority
1270,action,gorilla_pivot_throw,interrupt_profile,string,,Actions,AF27,1,1,Источник Actions.Interrupt Profile
1271,action,gorilla_pivot_throw,blockable,bool,,Actions,AG27,1,1,Источник Actions.Blockable
1272,action,gorilla_pivot_throw,dodgeable,bool,,Actions,AH27,1,1,Источник Actions.Dodgeable
1273,action,gorilla_pivot_throw,undodgeable,bool,,Actions,AI27,1,1,Источник Actions.Undodgeable
1274,action,gorilla_pivot_throw,wall_impact,bool,,Actions,AJ27,1,1,Источник Actions.Wall Impact
1275,action,gorilla_pivot_throw,track_target,bool,,Actions,AK27,1,1,Источник Actions.Track Target
1276,action,gorilla_pivot_throw,block_base_chance_fp,int,,Actions,AL27,1,1,Источник Actions.Block Base Chance FP
1277,action,gorilla_pivot_throw,block_reduction_fp,int,,Actions,AM27,1,1,Источник Actions.Block Reduction FP
1278,action,gorilla_pivot_throw,dodge_base_chance_fp,int,,Actions,AN27,1,1,Источник Actions.Dodge Base Chance FP
1279,action,gorilla_pivot_throw,movement_mode,string,,Actions,AO27,1,1,Источник Actions.Movement Mode
1280,action,gorilla_pivot_throw,move_distance,int,,Actions,AP27,1,1,Источник Actions.Move Distance
1281,action,gorilla_pivot_throw,base_stagger,int,,Actions,AQ27,1,1,Источник Actions.Base Stagger
1282,action,gorilla_pivot_throw,base_stun_ticks,int,,Actions,AR27,1,1,Источник Actions.Base Stun Ticks
1283,action,gorilla_pivot_throw,base_knockback,int,,Actions,AS27,1,1,Источник Actions.Base Knockback
1284,action,gorilla_pivot_throw,knockback_min,int,,Actions,AT27,1,1,Источник Actions.Knockback Min
1285,action,gorilla_pivot_throw,knockback_max,int,,Actions,AU27,1,1,Источник Actions.Knockback Max
1286,action,gorilla_pivot_throw,wall_damage_per_unit_fp,int,,Actions,AV27,1,1,Источник Actions.Wall Damage / Unit FP
1287,action,gorilla_pivot_throw,wall_damage_min,int,,Actions,AW27,1,1,Источник Actions.Wall Damage Min
1288,action,gorilla_pivot_throw,wall_damage_max,int,,Actions,AX27,1,1,Источник Actions.Wall Damage Max
1289,action,gorilla_pivot_throw,max_consecutive_uses,int,,Actions,AY27,1,1,Источник Actions.Max Consecutive Uses
1290,action,gorilla_pivot_throw,opportunity_cap_fp,int,,Actions,AZ27,1,1,Источник Actions.Opportunity Cap FP
1291,action,gorilla_pivot_throw,hard_opportunity_misses,int,,Actions,BA27,1,1,Источник Actions.Hard Opportunity Misses
1292,action,gorilla_overhead_pound,action_id,string,,Actions,A28,1,1,Источник Actions.Action ID
1293,action,gorilla_overhead_pound,animal_id,string,,Actions,B28,1,1,Источник Actions.Animal ID
1294,action,gorilla_overhead_pound,slot_type,string,,Actions,D28,1,1,Источник Actions.Slot Type
1295,action,gorilla_overhead_pound,category,string,,Actions,E28,1,1,Источник Actions.Category
1296,action,gorilla_overhead_pound,tags,string,,Actions,F28,1,1,Источник Actions.Tags
1297,action,gorilla_overhead_pound,base_weight,int,,Actions,G28,1,1,Источник Actions.Base Weight
1298,action,gorilla_overhead_pound,preferred_range_min,int,,Actions,H28,1,1,Источник Actions.Preferred Range Min
1299,action,gorilla_overhead_pound,preferred_range_max,int,,Actions,I28,1,1,Источник Actions.Preferred Range Max
1300,action,gorilla_overhead_pound,hit_range_min,int,,Actions,J28,1,1,Источник Actions.Hit Range Min
1301,action,gorilla_overhead_pound,hit_range_max,int,,Actions,K28,1,1,Источник Actions.Hit Range Max
1302,action,gorilla_overhead_pound,energy_cost,int,,Actions,L28,1,1,Источник Actions.Energy Cost
1303,action,gorilla_overhead_pound,resource_cost,int,,Actions,M28,1,1,Источник Actions.Resource Cost
1304,action,gorilla_overhead_pound,base_damage,int,,Actions,N28,1,1,Источник Actions.Base Damage / hit
1305,action,gorilla_overhead_pound,power_ratio_fp,int,,Actions,O28,1,1,Источник Actions.Power Ratio FP
1306,action,gorilla_overhead_pound,min_damage,int,,Actions,P28,1,1,Источник Actions.Min Damage
1307,action,gorilla_overhead_pound,chip_min,int,,Actions,Q28,1,1,Источник Actions.Chip Min
1308,action,gorilla_overhead_pound,startup_base_ticks,int,,Actions,R28,1,1,Источник Actions.Startup Base Ticks
1309,action,gorilla_overhead_pound,startup_min_ticks,int,,Actions,S28,1,1,Источник Actions.Startup Min Ticks
1310,action,gorilla_overhead_pound,startup_max_ticks,int,,Actions,T28,1,1,Источник Actions.Startup Max Ticks
1311,action,gorilla_overhead_pound,active_ticks,int,,Actions,U28,1,1,Источник Actions.Active Ticks
1312,action,gorilla_overhead_pound,hit_schedule,string,,Actions,V28,1,1,Источник Actions.Hit Schedule
1313,action,gorilla_overhead_pound,hit_count,int,,Actions,W28,1,1,Источник Actions.Hit Count
1314,action,gorilla_overhead_pound,recovery_base_ticks,int,,Actions,X28,1,1,Источник Actions.Recovery Base Ticks
1315,action,gorilla_overhead_pound,recovery_min_ticks,int,,Actions,Y28,1,1,Источник Actions.Recovery Min Ticks
1316,action,gorilla_overhead_pound,recovery_max_ticks,int,,Actions,Z28,1,1,Источник Actions.Recovery Max Ticks
1317,action,gorilla_overhead_pound,cooldown_ticks,int,,Actions,AA28,1,1,Источник Actions.Cooldown Ticks
1318,action,gorilla_overhead_pound,action_priority,int,,Actions,AB28,1,1,Источник Actions.Action Priority
1319,action,gorilla_overhead_pound,clash_priority,int,,Actions,AC28,1,1,Источник Actions.Clash Priority
1320,action,gorilla_overhead_pound,grab_priority,int,,Actions,AD28,1,1,Источник Actions.Grab Priority
1321,action,gorilla_overhead_pound,resolution_priority,int,,Actions,AE28,1,1,Источник Actions.Resolution Priority
1322,action,gorilla_overhead_pound,interrupt_profile,string,,Actions,AF28,1,1,Источник Actions.Interrupt Profile
1323,action,gorilla_overhead_pound,blockable,bool,,Actions,AG28,1,1,Источник Actions.Blockable
1324,action,gorilla_overhead_pound,dodgeable,bool,,Actions,AH28,1,1,Источник Actions.Dodgeable
1325,action,gorilla_overhead_pound,undodgeable,bool,,Actions,AI28,1,1,Источник Actions.Undodgeable
1326,action,gorilla_overhead_pound,wall_impact,bool,,Actions,AJ28,1,1,Источник Actions.Wall Impact
1327,action,gorilla_overhead_pound,track_target,bool,,Actions,AK28,1,1,Источник Actions.Track Target
1328,action,gorilla_overhead_pound,block_base_chance_fp,int,,Actions,AL28,1,1,Источник Actions.Block Base Chance FP
1329,action,gorilla_overhead_pound,block_reduction_fp,int,,Actions,AM28,1,1,Источник Actions.Block Reduction FP
1330,action,gorilla_overhead_pound,dodge_base_chance_fp,int,,Actions,AN28,1,1,Источник Actions.Dodge Base Chance FP
1331,action,gorilla_overhead_pound,movement_mode,string,,Actions,AO28,1,1,Источник Actions.Movement Mode
1332,action,gorilla_overhead_pound,move_distance,int,,Actions,AP28,1,1,Источник Actions.Move Distance
1333,action,gorilla_overhead_pound,base_stagger,int,,Actions,AQ28,1,1,Источник Actions.Base Stagger
1334,action,gorilla_overhead_pound,base_stun_ticks,int,,Actions,AR28,1,1,Источник Actions.Base Stun Ticks
1335,action,gorilla_overhead_pound,base_knockback,int,,Actions,AS28,1,1,Источник Actions.Base Knockback
1336,action,gorilla_overhead_pound,knockback_min,int,,Actions,AT28,1,1,Источник Actions.Knockback Min
1337,action,gorilla_overhead_pound,knockback_max,int,,Actions,AU28,1,1,Источник Actions.Knockback Max
1338,action,gorilla_overhead_pound,wall_damage_per_unit_fp,int,,Actions,AV28,1,1,Источник Actions.Wall Damage / Unit FP
1339,action,gorilla_overhead_pound,wall_damage_min,int,,Actions,AW28,1,1,Источник Actions.Wall Damage Min
1340,action,gorilla_overhead_pound,wall_damage_max,int,,Actions,AX28,1,1,Источник Actions.Wall Damage Max
1341,action,gorilla_overhead_pound,max_consecutive_uses,int,,Actions,AY28,1,1,Источник Actions.Max Consecutive Uses
1342,action,gorilla_overhead_pound,opportunity_cap_fp,int,,Actions,AZ28,1,1,Источник Actions.Opportunity Cap FP
1343,action,gorilla_overhead_pound,hard_opportunity_misses,int,,Actions,BA28,1,1,Источник Actions.Hard Opportunity Misses
1344,action,gorilla_wall_breaker,action_id,string,,Actions,A29,1,1,Источник Actions.Action ID
1345,action,gorilla_wall_breaker,animal_id,string,,Actions,B29,1,1,Источник Actions.Animal ID
1346,action,gorilla_wall_breaker,slot_type,string,,Actions,D29,1,1,Источник Actions.Slot Type
1347,action,gorilla_wall_breaker,category,string,,Actions,E29,1,1,Источник Actions.Category
1348,action,gorilla_wall_breaker,tags,string,,Actions,F29,1,1,Источник Actions.Tags
1349,action,gorilla_wall_breaker,base_weight,int,,Actions,G29,1,1,Источник Actions.Base Weight
1350,action,gorilla_wall_breaker,preferred_range_min,int,,Actions,H29,1,1,Источник Actions.Preferred Range Min
1351,action,gorilla_wall_breaker,preferred_range_max,int,,Actions,I29,1,1,Источник Actions.Preferred Range Max
1352,action,gorilla_wall_breaker,hit_range_min,int,,Actions,J29,1,1,Источник Actions.Hit Range Min
1353,action,gorilla_wall_breaker,hit_range_max,int,,Actions,K29,1,1,Источник Actions.Hit Range Max
1354,action,gorilla_wall_breaker,energy_cost,int,,Actions,L29,1,1,Источник Actions.Energy Cost
1355,action,gorilla_wall_breaker,resource_cost,int,,Actions,M29,1,1,Источник Actions.Resource Cost
1356,action,gorilla_wall_breaker,base_damage,int,,Actions,N29,1,1,Источник Actions.Base Damage / hit
1357,action,gorilla_wall_breaker,power_ratio_fp,int,,Actions,O29,1,1,Источник Actions.Power Ratio FP
1358,action,gorilla_wall_breaker,min_damage,int,,Actions,P29,1,1,Источник Actions.Min Damage
1359,action,gorilla_wall_breaker,chip_min,int,,Actions,Q29,1,1,Источник Actions.Chip Min
1360,action,gorilla_wall_breaker,startup_base_ticks,int,,Actions,R29,1,1,Источник Actions.Startup Base Ticks
1361,action,gorilla_wall_breaker,startup_min_ticks,int,,Actions,S29,1,1,Источник Actions.Startup Min Ticks
1362,action,gorilla_wall_breaker,startup_max_ticks,int,,Actions,T29,1,1,Источник Actions.Startup Max Ticks
1363,action,gorilla_wall_breaker,active_ticks,int,,Actions,U29,1,1,Источник Actions.Active Ticks
1364,action,gorilla_wall_breaker,hit_schedule,string,,Actions,V29,1,1,Источник Actions.Hit Schedule
1365,action,gorilla_wall_breaker,hit_count,int,,Actions,W29,1,1,Источник Actions.Hit Count
1366,action,gorilla_wall_breaker,recovery_base_ticks,int,,Actions,X29,1,1,Источник Actions.Recovery Base Ticks
1367,action,gorilla_wall_breaker,recovery_min_ticks,int,,Actions,Y29,1,1,Источник Actions.Recovery Min Ticks
1368,action,gorilla_wall_breaker,recovery_max_ticks,int,,Actions,Z29,1,1,Источник Actions.Recovery Max Ticks
1369,action,gorilla_wall_breaker,cooldown_ticks,int,,Actions,AA29,1,1,Источник Actions.Cooldown Ticks
1370,action,gorilla_wall_breaker,action_priority,int,,Actions,AB29,1,1,Источник Actions.Action Priority
1371,action,gorilla_wall_breaker,clash_priority,int,,Actions,AC29,1,1,Источник Actions.Clash Priority
1372,action,gorilla_wall_breaker,grab_priority,int,,Actions,AD29,1,1,Источник Actions.Grab Priority
1373,action,gorilla_wall_breaker,resolution_priority,int,,Actions,AE29,1,1,Источник Actions.Resolution Priority
1374,action,gorilla_wall_breaker,interrupt_profile,string,,Actions,AF29,1,1,Источник Actions.Interrupt Profile
1375,action,gorilla_wall_breaker,blockable,bool,,Actions,AG29,1,1,Источник Actions.Blockable
1376,action,gorilla_wall_breaker,dodgeable,bool,,Actions,AH29,1,1,Источник Actions.Dodgeable
1377,action,gorilla_wall_breaker,undodgeable,bool,,Actions,AI29,1,1,Источник Actions.Undodgeable
1378,action,gorilla_wall_breaker,wall_impact,bool,,Actions,AJ29,1,1,Источник Actions.Wall Impact
1379,action,gorilla_wall_breaker,track_target,bool,,Actions,AK29,1,1,Источник Actions.Track Target
1380,action,gorilla_wall_breaker,block_base_chance_fp,int,,Actions,AL29,1,1,Источник Actions.Block Base Chance FP
